reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,bank
fbc9ade2-a98d-4062-a6a8-23f6dfbd3166,Hotmiduk Siringoringo,https://play-lh.googleusercontent.com/a/ACg8ocJHDCWOkVhAt8Gn9i6wdjI1L7v-6smdjQMDI6KRM0pSOdHYWg=mo,Aman,1,0,2.52.0,2024-02-24 19:06:05,"Terima kasih atas ulasannya. Jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Jika tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Fadi
",2024-02-24 19:28:44,2.52.0,BRIMO_REVIEWS
640b0ef1-abe5-490d-a904-e21865d0a4d5,Muhammad Syakirin,https://play-lh.googleusercontent.com/a-/ALV-UjX-pzcbVkA2eLSwW5boIJh-_Nx9mmxfeK6yQ8gB9FILCA_R4LYtwA,Aman,1,0,2.0.0,2024-10-25 19:20:38,"Halo Sahabat @Muhammad Syakirin, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks~Mandala",2024-10-25 19:33:15,2.0.0,LIVIN_MANDIRI_REVIEWS
6d7a5acd-4e9b-4b82-b0a0-bdaad3418e44,MOH• RIFAI,https://play-lh.googleusercontent.com/a-/ALV-UjXKBjlBGQhRhyoJe3rmIrT-L8AKg5AidcAETGeKTWcA3IXZkcQ,Aman,3,0,2.51.0,2023-10-31 06:30:11,"Hai Sobat BRI, terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Apabila Sobat BRI dapat menggunakan BRImo dengan lancar, kami tunggu bintang 5 dari Sobat BRI ya. Tks~Johan
",2023-11-01 18:47:18,2.51.0,BRIMO_REVIEWS
b77963c3-601e-4c1f-8b24-68c8afcebcf4,Suaib Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocLbZcgBSbukh5e6RoRxd7yTi13I-AzJwS-R-68jT-BZbr1MiA=mo,Aman,3,0,1.3.0,2023-05-26 08:07:40,"Terima kasih atas review yang telah diberikan Bpk Suaib. Semoga Bpk dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri (logo kuning) ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Nunik

",2023-05-26 10:41:57,1.3.0,LIVIN_MANDIRI_REVIEWS
83cb6f24-c2b3-481d-bc9a-980b4fa55ca9,Hendra Simamora,https://play-lh.googleusercontent.com/a-/ALV-UjVrDYabPqFvp4ugrQoEX4KXLVjuKgpqLw_x5dctf_mYFXaardc,Aman,3,0,1.5.0,2023-09-30 01:05:31,"Halo Bpk Hendra, terima kasih atas review yang telah diberikan. Semoga dapat terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Sizko",2023-09-30 01:07:11,1.5.0,LIVIN_MANDIRI_REVIEWS
8a32b51f-4e44-44f9-8748-45508d661f10,Rio young Rio young,https://play-lh.googleusercontent.com/a/ACg8ocIHEGX3Ejs9Bkko9snUm9WFhcCfJ-n442Vnp9y-cgDRf6hx7Q=mo,Aman,3,0,2.71.1,2024-10-31 12:19:55,"Hai, Sobat BRI. Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Beni",2024-10-31 18:16:50,2.71.1,BRIMO_REVIEWS
084a0d8b-bf1c-4495-b36f-1a9cc1ae678e,M Wahyu Nur Arifin,https://play-lh.googleusercontent.com/a-/ALV-UjVIBvDPl7gjsJ9x_mppN0DiA-_qU5bTyWvL3OfaVlf9fUcm91PT,Aneh,1,0,,2023-11-27 16:53:52,"Hi Sahabat @M Wahyu Nur Arifin, mohon maaf atas ketidaknyamanannya. Saat ini Livin' by Mandiri terpantau normal. Kami persilakan Sahabat mencoba kembali secara berkala dgn melakukan force close aplikasi terlebih dahulu dan tdk menggunakan jaringan wifi ya. Tks~Charles",2023-11-27 17:08:02,,LIVIN_MANDIRI_REVIEWS
e1f770a8-499a-46e4-b637-4d470e7ca44a,Hendra,https://play-lh.googleusercontent.com/a-/ALV-UjVnJc4CbkcqF2hdDIXgtrbp7zwTuJGLmEj1PwTeqp4RQgLCnfQ,Aneh,1,0,,2024-01-03 23:14:57,"Halo Sahabat @Hendra, mohon maaf atas ketidaknyamanan yg dialami. Utk menindaklanjuti keluhan yg dialami, mohon kesediaannya utk mengirimkan email ke mandiricare@bankmandiri.co.id atau melalui layanan mandiri call 14000 agar dpt dilakukan pengecekan lebih lanjut. Tks~Amar",2024-01-03 23:23:03,,LIVIN_MANDIRI_REVIEWS
a95a614a-d281-4a51-9c98-371f848247cb,Sahar Sahar,https://play-lh.googleusercontent.com/a/ACg8ocJDjoJVA90zCsQSptHJA6rp2TbrtsleYaMOnam3CnfFuzVGyQ=mo,Apk busuk,1,0,1.9.0,2024-03-22 13:54:34,"Halo Sahabat @Sahar Sahar, mohon maaf atas ketidaknyamanannya. Perihal tsb mohon kesediaannya menghubungi layanan mandiri call 14000 atau mengirimkan pesan ke email mandiricare@bankmandiri.co.id agar dpt kami lakukan pengecekan lebih lanjut ya. Tks~Rezka",2024-03-22 16:12:01,1.9.0,LIVIN_MANDIRI_REVIEWS
81b8ce05-f49d-4a06-8d73-4ef5b9c962e5,Dwiky Cyh,https://play-lh.googleusercontent.com/a-/ALV-UjXoWvMUFjwdK9t_V-i8y9aSHj5LUfdKHyy0mpqu4-55ZNfPq088pQ,Apk busuk,1,0,,2023-05-10 10:44:10,"Halo Bpk Dwiky, mohon maaf atas ketidaknyamanannya. Perihal tsb mohon kesediaannya mengirimkan pesan melalui email mandiricare@bankmandiri.co.id atau menghubungi layanan mandiri call 14000 agar dpt kami lakukan pengecekan lebih lanjut ya. Tks~Deon",2023-05-10 20:35:35,,LIVIN_MANDIRI_REVIEWS
1901465c-7b1a-48ca-94dd-fb942d7889b0,Far Khann,https://play-lh.googleusercontent.com/a-/ALV-UjXCS1BGGdpGHmkE1_M3rycIseM8vaNIaEHNBOCQ3A9GXKj4xFGp,Apk cacat,1,0,2.63.0,2024-07-28 06:30:25,"Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya, silakan kirimkan detail kendala melalui Sabrina WhatsApp 0812 1214 017 atau email callbri@bri.co.id. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Beni
",2024-07-28 18:32:04,2.63.0,BRIMO_REVIEWS
198d6e14-d145-4684-9214-351ced68713f,MY SIDE,https://play-lh.googleusercontent.com/a-/ALV-UjUP_mHKP6byedMuNBM0dsFnaGc45KRwL116mpBlzFrTbAi3e1kP,Apk cacat,1,0,4.1.9,2023-12-11 12:07:21,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2023-12-11 14:56:42,4.1.9,BCAMOBILE_REVIEWS
d1b7c69f-7379-48df-a47a-572c61273085,eriz junot,https://play-lh.googleusercontent.com/a-/ALV-UjVnhmlnN_TIVfaxJrTq1ttPAv2g4ZUkiqQGaaV8DI8Ccef5Ens,Apk cacat,1,0,1.7.0,2024-01-30 19:06:03,"Hi Sahabat @eriz junot, mohon maaf atas ketidaknyamanannya. Saat ini Livin' by Mandiri terpantau normal. Kami persilakan Sahabat mencoba kembali secara berkala dgn melakukan force close aplikasi terlebih dahulu dan tdk menggunakan jaringan wifi ya. Tks~Charles",2024-01-30 19:30:07,1.7.0,LIVIN_MANDIRI_REVIEWS
3506f851-699d-4889-8331-50540ec650b1,Black Jack,https://play-lh.googleusercontent.com/a-/ALV-UjW5tXK9dw2RsSGFk2JPMd7kTmFYQaSW7bXiZQYbHXaBFo8fkZ24,Apk cacat,1,0,2.1.0,2024-11-30 07:50:23,"Halo Sahabat @Black Jack, mohon maaf atas ketidaknyamanannya. Apabila terdapat kendala agar dapat kami tindaklanjuti, Sahabat dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi layanan mandiri call 14000 ya. Tks~Kila",2024-11-30 08:01:43,2.1.0,LIVIN_MANDIRI_REVIEWS
f6f75079-fa43-4a0e-b2b1-44814be12944,myekas room,https://play-lh.googleusercontent.com/a-/ALV-UjVawW0wfKk-NmlBAm5gixdx1ubCJeUXyxCXxcFeMJrSJihze-lb,Apk idiot,1,0,4.1.3,2023-09-25 11:15:34,Mohon maaf atas ketidaknyamanannya. Sebelumnya terdapat kendala namun saat ini sudah normal kembali sehingga kami sarankan Bapak/Ibu mencoba akses kembali dan dipastikan kondisi jaringan dalam keadaan stabil.,2023-09-26 01:48:54,4.1.3,BCAMOBILE_REVIEWS
7c89fc09-3a58-4248-952f-c3f6a60a0e50,Muhammad Rully Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjUHq-fYnwF8NJc6xLI9L_WAvZgAclCOSSL0TyLbS4BQH7dLGnc,Apk idiot,1,0,2.39.0,2023-03-13 18:08:10,"Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna tindak lanjut, silakan kirimkan detail kendala melalui WhatsApp resmi Bank BRI 08121214017 atau Email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Satria",2023-03-14 10:44:25,2.39.0,BRIMO_REVIEWS
7f7204ce-23ef-4092-b787-2b0b41d3f782,Pasya Tendaunusa,https://play-lh.googleusercontent.com/a/ACg8ocKWEbNYQzk-V9b6vSCv85BSpG4o1jJ-0m2olUFqTTVStYc5lw=mo,Apk ribet,1,0,,2024-11-01 06:55:26,"Halo Sahabat @Pasya Tendaunusa, mohon maaf atas ketidaknyamanannya. Apabila terdapat kendala agar dapat kami tindaklanjuti, Sahabat dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi layanan mandiri call 14000 ya. Tks~Kila",2024-11-01 08:27:10,,LIVIN_MANDIRI_REVIEWS
dfe9a5ea-4af4-46e3-a6a2-2e696764d210,Zhaid Ulfah,https://play-lh.googleusercontent.com/a/ACg8ocLSGneZn_Za0XaNQKjegu2cpUy58VuWL7Pif6OuO1DZMB15Yw=mo,Apk ribet,1,0,,2024-10-04 09:29:21,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.",2024-10-04 10:27:49,,BCAMOBILE_REVIEWS
b4689dca-2aea-4e8e-a09d-c0caa6536a23,mamah haikal,https://play-lh.googleusercontent.com/a/ACg8ocKAsuid4bHkhnmjlAbT0j0Q0fl0vKNdOia6SpdfmTasyCR23g=mo,Apk ribet,1,0,2.65.0,2024-11-18 06:46:14,"Hai Sobat BRI, mohon maaf atas kendala yang dialami, Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui email callbri@bri.co.id. Tks~Hera",2024-11-18 10:33:44,2.65.0,BRIMO_REVIEWS
258be233-bf09-4c7e-b8da-1fd02a0d4536,Muhamad baday Febrianto,https://play-lh.googleusercontent.com/a-/ALV-UjWoXfUlX-nV8rBH7RVGBdYHD3TfLvoA8flkbQfhYYIYhmQ7Uy4,Apk rusak,1,0,4.2.2,2024-01-10 16:00:53,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, apabila mengalami kendala akses aplikasi BCA mobile maka mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan (X) Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2024-01-10 16:09:42,4.2.2,BCAMOBILE_REVIEWS
22173258-5d4f-485f-a7c9-8f88e06fe22f,Zasters Official,https://play-lh.googleusercontent.com/a-/ALV-UjWNHz3u-Ru_4zFKUQ1UBDlL1czfFBA1rh8Ymv3Nq0GFHElJpIv8,Apk rusak,1,0,,2024-11-25 19:36:38,"Hai Kak Zasters Official, mohon maaf atas ketidaknyamanannya ya. Jika terdapat kendala bisa diinfokan detail kendalanya ya Kak agar kami bisa infokan solusinya dengan segera. Tks. -CX Darma-",2024-11-28 19:52:19,,WONDR_BNI_REVIEWS
09ef4973-6f0d-4c93-9de2-44a1b916cf54,Bagas Triandika,https://play-lh.googleusercontent.com/a-/ALV-UjXJrDeI89pKKYIyl_3mGfoZQmI1fdyel01eddxxp-E6grKwd2-1,Apk sampah,1,0,4.5.2,2024-11-28 13:20:12,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.
",2024-11-28 14:10:18,4.5.2,BCAMOBILE_REVIEWS
31ef567c-d569-4b4a-aa4b-b607916c3fde,Richie Handoko,https://play-lh.googleusercontent.com/a-/ALV-UjVEDQDb1KS7fl3BDZ0z15w5-tcM55yv1rbwW1XQ_tXKCFasK5bP,Apk sampah,1,0,2.43.1,2023-07-10 10:18:49,"
Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya, silakan kirimkan detail kendala melalui WhatsApp 08121214017 atau Email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Priska",2023-07-10 14:12:57,2.43.1,BRIMO_REVIEWS
2f127397-bc88-4689-87f7-00e295b3cb03,ilham nurcholis,https://play-lh.googleusercontent.com/a/ACg8ocLA2Bx7d0z4WAZaf6zU_MMnt323PgIRIRgTdEAf472CGqXDyA=mo,Apk sering eror,1,0,,2024-10-01 13:35:35,"Halo Sahabat @ilham nurcholis, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Via",2024-10-02 14:15:55,,LIVIN_MANDIRI_REVIEWS
a6130327-29fb-4286-9922-dc71dd8bd1e1,Hubby Maulana,https://play-lh.googleusercontent.com/a-/ALV-UjWVKB2lM9Jcw58zMbcAyvnpdPgS0dOPuVSVovCwUBVoiT99RXA,Apk sering eror,1,0,,2024-10-01 12:06:27,"Hi Sahabat @Hubby Maulana, mohon maaf atas ketidaknyamanannya. Mohon dapat mencoba kembali transaksi dengan aplikasi Livin' by Mandiri ya. Tks~Mandala",2024-10-01 15:38:08,,LIVIN_MANDIRI_REVIEWS
d91d10d2-a018-4954-b53a-ba43b7ac959f,Aji Akbar,https://play-lh.googleusercontent.com/a/ACg8ocIgSMlFFbarlw2avG-PCyQufkJeRwpxDxRC6Xno9xdZm77gSA=mo,Apk tidak bisa di buka,1,1,,2024-10-18 18:12:25,"Mohon maaf atas ketidaknyamanannya. Apabila yang dimaksud mengalami untuk kendala force close pastikan menggunakan versi terbaru dan jaringan stabil. Silakan mencoba secara berkala untuk menonaktifkan fitur accessibility service atau talkback/screenreader/text-to-speech pada device Bapak/Ibu.Setelah itu, dapat mengakses kembali aplikasi BCA mobile.",2024-10-18 18:22:56,,BCAMOBILE_REVIEWS
501903a0-dba4-4fbc-ba09-d5891bccde77,Thee Valley,https://play-lh.googleusercontent.com/a-/ALV-UjVCnluVI7RxYAF7dck7LRDH6hRMt_sVMPEnEOlAw99IlhGnDKk,Apk tidak bisa di buka,1,0,1.11.0,2024-09-18 14:44:25,"Hi Sahabat @Thee Valley, mohon maaf atas ketidaknyamanannya. Untuk perihal kendala yang dialami, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Fatma",2024-09-18 14:45:59,1.11.0,LIVIN_MANDIRI_REVIEWS
2dbdd73e-eddd-48a7-8f84-001b7023db7d,Juli aldi,https://play-lh.googleusercontent.com/a-/ALV-UjU8V2dUdVIZvgC3-KIm-MRYBhCCY4OLUZWbF0otIexmwaXlito,Apk tolol,1,0,2.45.1,2023-08-22 14:14:50,"Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Jika mengalami kendala saat transaksi menggunakan aplikasi BRImo, mohon kirimkan informasi lengkap melalui Whatsapp 0812 12 14017 email callbri@bri.co.id. Jika tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Diva
",2023-08-23 08:54:39,2.45.1,BRIMO_REVIEWS
4d7123fa-dc86-4c57-b776-5dd5338cad54,Nan Design,https://play-lh.googleusercontent.com/a/ACg8ocIMzjYi6o5fHKq8_ycRTh-UWE3sc3l2OB0LYdjZAiFTZLODaA=mo,Apk tolol,1,0,2.52.0,2023-11-19 18:04:34,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silakan kirimkan detail kendala melalui WhatsApp 08121214017 atau email callbri@bri.co.id. Tks~Icha",2023-11-20 13:39:15,2.52.0,BRIMO_REVIEWS
3a6f3c36-f282-4f6b-b5cd-9076d3bc2d42,Udi Pranoto,https://play-lh.googleusercontent.com/a-/ALV-UjWgDizh6ZjyLG2kEa63DQBmMEYHk11UtrcJaRyIBGe6_z9HX7M,Aplikasi bobrok,1,0,,2023-11-25 09:52:37,"Hi Sahabat @Udi Pranoto, mohon maaf atas ketidaknyamanannya. Perihal tsb akan jadi perhatian bagi kami utk pengembangan aplikasi kedepannya. Apabila mengalami kendala, kami persilakan Sahabat dpt mengirimkan email ke mandiricare@bankmandiri.co.id dengan subject : Review - Nama lengkap agar dilakukan pengecekan. Tks~Irish",2023-11-25 09:54:28,,LIVIN_MANDIRI_REVIEWS
136e7802-e0b7-4ce5-842c-4a9dc24c587e,Doli Ardiles,https://play-lh.googleusercontent.com/a/ACg8ocLMWG_HrfXbMSs8Fh-n2_PKM68a0rDaCP1AxVbvEexyvWiIjg=mo,Aplikasi bobrok,1,0,4.4.3,2024-10-19 00:55:47,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon dapat informasikan detail kendala yang dimaksud agar kami informasikan lebih lanjut sesuai kebutuhan.",2024-10-19 11:30:05,4.4.3,BCAMOBILE_REVIEWS
9da403df-cb2b-4933-ab20-b325d09f467b,Rio Hardianto,https://play-lh.googleusercontent.com/a-/ALV-UjWGXG28zWI0oa3utVAnLArtglAQff0EgKSVeJtg1RFcdY-BpHQ-nA,Aplikasi bosok,1,0,1.4.4,2025-12-01 16:45:56,"Halo Kak Rio, maaf atas kendalanya. Saat ini wondr sudah terpantau normal. Silakan akses kembali pakai jaringan internet yg stabil dgn paket data dari nomor HP terdaftar. Hindari pakai WiFi/SIM 2 (jika HP 2 SIM). Kalo masih mengalami kendala yg sama, clear history/clear cache. Semoga lancar. Tks. -CX Nadim-
",2025-12-07 13:54:39,1.4.4,WONDR_BNI_REVIEWS
2a861055-de2d-4767-87e4-624826bfd916,endrumeda ibrohim,https://play-lh.googleusercontent.com/a/ACg8ocLYBIL7BGL1WOldlbI0O1_yExpol3v4yjn7M_48BnYAwqZKYA=mo,Aplikasi bosok,1,0,2.23.1,2024-07-23 21:24:36,"Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Guna pengecekan mohon kirimkan detail kendala yang dialami melalui Whatsapp resmi BRI 0812 1214 017 atau Email callbri@bri.co.id dan jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Oris",2024-07-24 01:23:01,2.23.1,BRIMO_REVIEWS
b7efe4a3-87b2-4ac3-b322-557cb0fca955,Mursalin Abuhanief,https://play-lh.googleusercontent.com/a/ACg8ocJfsVZ-6Tor45GL-lHxDwSqSOFxdSpQgszh_O4jL8zr_8K1gQ=mo,Aplikasi buruk,1,6,1.4.4,2025-11-30 13:58:22,"Halo Kak Mursalin Abuhanief, maaf atas kendalanya ya. Saat ini wondr terpantau normal. Bisa diinfokan detail kendalanya seperti apa supaya bisa infokan solusinya dengan segera. Tks. -CX Bella-",2025-11-30 14:03:12,1.4.4,WONDR_BNI_REVIEWS
38124cae-f15b-4321-8f66-f1fc136cc778,dimas ashari,https://play-lh.googleusercontent.com/a-/ALV-UjW5WHIfNw59w3ljka1plSwHqWumXrQlA-kzOgMABysOyHMKytu1uw,Aplikasi buruk,1,0,2.41.0,2023-05-24 07:28:32,"Sobat BRI, mohon maaf atas ketidaknyamanannya. Jika mengalami kendala, silakan kirimkan detail kendala melalui Email callbri@bri.co.id atau melalui DM Instagram @bankbri_id, Twitter @kontakBRI, @BANKBRI_ID, @promo_BRI. Jika sudah tidak mengalami kendala, kami harapkan bintang 5 dari Sobat BRI. Tks~Belin",2023-05-24 08:47:40,2.41.0,BRIMO_REVIEWS
70126435-4819-4c1e-bd1d-c6062976a989,Muhamad Riski,https://play-lh.googleusercontent.com/a-/ALV-UjWTZs4NLhpq6BrnTMF7XNzs7VRkhMOKQ6alA3xj861fuhD4_bFX,Aplikasi buruk,1,0,4.1.0,2023-07-03 21:07:31,"Mohon maaf atas ketidaknyamanannya, apabila Bapak/Ibu mengalami kendala akses mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2023-07-03 23:18:19,4.1.0,BCAMOBILE_REVIEWS
13e21877-800d-4ac9-8aab-ccacbdd4c2e1,Papa Sazhi Kiem,https://play-lh.googleusercontent.com/a/ACg8ocK_-PmrdmgQqIpcrO_TqVg-s2LKzIahiIJIN2Xgn__NjtBN6Q=mo,Aplikasi buruk,1,0,1.2.0,2023-02-25 23:10:24,"Hi Bpk/Ibu, mohon maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukan yg diberikan. Perihal tsb akan jadi masukan bagi kami utk pengembangan aplikasi kedepannya. Apabila terdapat kendala, Bpk/Ibu dapat mengirimkan email ke mandiricare@bankmandiri.co.id. Tks~Dara",2023-02-26 11:50:36,1.2.0,LIVIN_MANDIRI_REVIEWS
